f,itd_threshold_list,itd_threshold_mean,itd_threshold_sem,log_itd_threshold_list,log_itd_threshold_mean,log_itd_threshold_sem,tag_model
3000.0,"[320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0]",320.0,0.0,"[5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772]",5.768320995793772,0.0,models/sound_localization/IHC3000_delayed_integration/arch??
3050.0,"[320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0]",320.0,0.0,"[5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772]",5.768320995793772,0.0,models/sound_localization/IHC3000_delayed_integration/arch??
3100.0,"[320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0]",320.0,0.0,"[5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772]",5.768320995793772,0.0,models/sound_localization/IHC3000_delayed_integration/arch??
3150.0,"[320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0]",320.0,0.0,"[5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772]",5.768320995793772,0.0,models/sound_localization/IHC3000_delayed_integration/arch??
3200.0,"[320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0, 320.0]",320.0,0.0,"[5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772, 5.768320995793772]",5.768320995793772,0.0,models/sound_localization/IHC3000_delayed_integration/arch??
250.0,"[97.6619194110972, 36.55359697031803, 40.71077046577152, 33.60532569166674, 36.334197654733174, 39.35424706701756, 31.45763509819865, 41.82748400904722, 28.287962452460885, 33.34017355813249]",41.913331237844346,6.336188168219002,"[4.581511712455297, 3.5987795936742155, 3.706492688048683, 3.5146845571371053, 3.592759381940469, 3.6726038995861545, 3.448641723100804, 3.7335536356424472, 3.3424363591233597, 3.5067630830119323]",3.6698226633720465,0.10823513043518192,models/sound_localization/IHC3000/arch??
300.0,"[97.79686028593133, 32.52555718289184, 43.078116347145986, 30.909279785062786, 33.65325054224166, 38.148472699430236, 30.019538110125982, 32.33413510673874, 29.491435189997425, 29.237742250278135]",39.71943874998441,6.596306891670659,"[4.582892473109611, 3.482026155163192, 3.7630151267998837, 3.4310564554863743, 3.5161096500061273, 3.6414857228381297, 3.4018484400151965, 3.476123486643461, 3.3840998886486617, 3.375460417477618]",3.6054117816188254,0.11523972069197251,models/sound_localization/IHC3000/arch??
350.0,"[82.12630324624432, 35.07666064685669, 43.41293333235416, 31.428604431657316, 31.40915650516943, 33.374766708020424, 31.546876390538106, 48.50103256450369, 34.567842463114864, 31.002079813932717]",40.24462561023917,5.005855770256349,"[4.40825834573511, 3.557535970465952, 3.770757399761905, 3.447718447394684, 3.4470994588496153, 3.507800126674123, 3.4514745790316383, 3.8815850877065756, 3.542923841315234, 3.434054293006684]",3.644920754994152,0.09725560742344362,models/sound_localization/IHC3000/arch??
400.0,"[78.98770525650284, 26.88726385940852, 32.09345860460731, 27.092200371082935, 25.85150534347828, 34.10581748220577, 27.84481470799468, 59.06706407442061, 30.27198826131363, 27.190593368244073]",36.93924113292586,5.6098773120667795,"[4.369292210690948, 3.291652712013525, 3.468652227581706, 3.2992458772755118, 3.252368833049179, 3.5294679703900305, 3.3266467626109684, 4.078673477602482, 3.4102228050956622, 3.3028710814384072]",3.532909395774842,0.12034929752273342,models/sound_localization/IHC3000/arch??
450.0,"[89.66321379767551, 27.659313940093476, 28.539767905987144, 27.157897295853026, 26.647353982566734, 35.84566337466661, 25.418947792918146, 55.97056263112373, 30.95596140418441, 25.785913534019212]",37.3644595659088,6.491512095486894,"[4.496060582359669, 3.3199625226062817, 3.351298479779714, 3.301667880542264, 3.282689857973937, 3.579222593889526, 3.2354948720217567, 4.024825885222294, 3.4325655946114804, 3.249828355768846]",3.5273616624775768,0.13100253107519103,models/sound_localization/IHC3000/arch??
500.0,"[70.48267569695207, 30.922993402168945, 27.224251143923855, 35.78350871728749, 27.26932066643253, 39.13215234671833, 28.91766894289904, 38.608649527915404, 35.79167548722647, 28.7234877355603]",36.28563836670845,4.064844261412335,"[4.255366944825475, 3.431500030228952, 3.3041081622487605, 3.5774871369195873, 3.3057622851585906, 3.666944439736902, 3.36445279040772, 3.653476332402458, 3.5777153380779967, 3.3577151760673294]",3.549452863607377,0.0900003018418045,models/sound_localization/IHC3000/arch??
550.0,"[57.65656453733326, 29.77808257203561, 24.58940280865862, 31.071944526628208, 32.68943328478283, 41.854147246293024, 31.021656811276173, 33.783746423586706, 34.05623307552631, 26.559680468596834]",34.306089175471755,2.9839153989454803,"[4.054504109050082, 3.393772638750315, 3.2023155699900703, 3.4363053067902576, 3.48705188454372, 3.734190889905973, 3.434685567388358, 3.5199798117896774, 3.5280130723926804, 3.2793942939860474]",3.5070213144587177,0.07601673125947553,models/sound_localization/IHC3000/arch??
600.0,"[44.92693704466375, 28.743595086126085, 21.87237562780447, 28.003697206113255, 30.68856185346783, 35.34508914111491, 27.9672782830687, 30.19530432307564, 28.470647073098796, 24.672416811324847]",30.08859024498583,1.9952534871683427,"[3.8050375490392363, 3.3584149628112896, 3.085224453746179, 3.332336544533758, 3.423890007105763, 3.5651594616487343, 3.33103519404394, 3.407686426300751, 3.3488736292753867, 3.2056858913418487]",3.3863344119846888,0.06151916780296194,models/sound_localization/IHC3000/arch??
650.0,"[36.065496786529266, 28.473085908984313, 21.076340040592104, 27.964074411936448, 26.060376672452037, 30.196941318472525, 27.188898972072845, 24.746472712836002, 29.41619756937894, 22.84295448428197]",27.403083887753645,1.3253262349897679,"[3.585336640615493, 3.348959287020648, 3.048151086236251, 3.3309206296366307, 3.26041602563875, 3.4077406384062923, 3.302808763969124, 3.2086829622051454, 3.3815454603681396, 3.1286427321261963]",3.300320422622267,0.047811150065736954,models/sound_localization/IHC3000/arch??
700.0,"[32.77726199337806, 29.160004987926275, 22.889589885116468, 28.51478456252475, 24.90410512895304, 31.927869648643473, 34.324020413067416, 25.35763991225873, 30.591141891065202, 25.68712021689881]",28.613353863983225,1.2057204578686858,"[3.4897350430845457, 3.372798078194156, 3.1306822170331716, 3.350422709346742, 3.2150326544985726, 3.463479285072209, 3.53584541266173, 3.233080061841621, 3.4207104863665703, 3.245989707403559]",3.345777565550288,0.04256869603669468,models/sound_localization/IHC3000/arch??
750.0,"[29.58533755186834, 30.162502025021144, 23.72127499698658, 22.527388876933728, 25.41359326329751, 26.911317341438934, 31.218725556397555, 28.13700000368159, 27.72927143011977, 24.628468808862305]",27.003487985460744,0.9141512022063927,"[3.387278885624777, 3.4065994980881937, 3.166372324665823, 3.11473185234089, 3.235284198719609, 3.2925469171429644, 3.441018092870264, 3.337085436325756, 3.3224885855760635, 3.203903042472073]",3.290730883382641,0.03424552055105745,models/sound_localization/IHC3000/arch??
800.0,"[29.72358596630886, 26.2955237292657, 25.383161437824597, 23.217813639021088, 26.72485546472431, 26.793896498990012, 29.54884407504989, 29.063905570444984, 30.95808403991044, 24.872747197591217]",27.25824176191311,0.7833868712531071,"[3.391940870925866, 3.2693987242898372, 3.2340860186668587, 3.1449198133103295, 3.285594048654176, 3.288174119004533, 3.38604462549139, 3.3694970458923246, 3.432634161790757, 3.21377271402245]",3.3016062142048526,0.02893789238276187,models/sound_localization/IHC3000/arch??
850.0,"[30.124345678689696, 27.65291771884694, 26.77993852465501, 24.64713493082423, 25.95096298982854, 27.88636776252874, 27.271553663911487, 28.854123992278275, 30.897770001882378, 25.166510516324173]",27.523162577976944,0.6410684313347897,"[3.405333671365461, 3.319731245686757, 3.287653044691124, 3.204660663746624, 3.2562087183579855, 3.32813795875618, 3.305844168608668, 3.362252928744481, 3.430684013075577, 3.22551416291825]",3.312602057595111,0.023186173054004083,models/sound_localization/IHC3000/arch??
900.0,"[29.45878850304256, 27.85259780308313, 26.691341348552964, 25.437502416060404, 24.50708913793575, 24.787336517048075, 24.493806437066404, 25.25988695660065, 30.291346701812632, 25.32565264049329]",26.410534846169583,0.6657529332279744,"[3.3829922867348037, 3.326926240410321, 3.284339218749827, 3.236224558183071, 3.1989624282651064, 3.210332898445368, 3.198420287104672, 3.2292176417183747, 3.4108620843285533, 3.2318178204045975]",3.2710095464344695,0.024503382266357898,models/sound_localization/IHC3000/arch??
950.0,"[22.93651935869854, 24.269455282105486, 21.322008859646555, 21.95607728401953, 19.290509066140018, 20.213954195366615, 21.18661461800915, 21.152813630707417, 24.457456694217832, 21.753081435539592]",21.853849042445074,0.5194674558989232,"[3.1327303721465767, 3.1892185754036335, 3.0597398190448724, 3.089043970631326, 2.959613216727019, 3.00637316766428, 3.0533695963269576, 3.0517729288290383, 3.19693514669339, 3.0797554226969326]",3.0818552216164026,0.023631608199405817,models/sound_localization/IHC3000/arch??
1000.0,"[25.071462276328674, 29.501998737628828, 23.15183074421739, 23.532075337988342, 20.583760758183033, 20.73777634103468, 21.402943967980974, 43.40615193782516, 26.872325018495086, 23.66388336878286]",25.7924208488465,2.145408775677701,"[3.2217302382046933, 3.3844580148685144, 3.142073859229086, 3.158364398509423, 3.0245024522041177, 3.0319569810955134, 3.0635284811633556, 3.770601180780291, 3.2910969472984384, 3.1639499773213617]",3.225226253067479,0.07040111832666701,models/sound_localization/IHC3000/arch??
1050.0,"[20.2528280104814, 26.216437806533662, 19.789617224190287, 20.475054354221342, 21.48361992216178, 19.910641855860923, 20.46463125661902, 46.02226606552866, 25.721205509885916, 20.849250363072617]",24.11855523685556,2.543815443981698,"[3.0082944386403065, 3.266386611231653, 2.9851574175471898, 3.0192072843984343, 3.067290780682187, 2.991254355419908, 3.0186980915371797, 3.829125324279948, 3.2473157687953655, 3.03731799378899]",3.147004806632116,0.08235940169382897,models/sound_localization/IHC3000/arch??
1100.0,"[22.045430134734126, 34.04940983478801, 22.631760630140217, 21.950845002132958, 35.236823989635845, 23.088180550386944, 20.329778671870937, 61.95540657295816, 27.863255509166088, 22.105815701514153]",29.12567065973274,4.010889091694003,"[3.0931053302881435, 3.527812700133656, 3.1193542573323496, 3.088805635460519, 3.5620916718542452, 3.139320822097393, 3.012086740806323, 4.126414877438307, 3.327308813971681, 3.0958407278194566]",3.309214157720207,0.10923385639713827,models/sound_localization/IHC3000/arch??
1150.0,"[19.866494778833502, 29.795491593297925, 19.47959195381113, 20.529703546131586, 320.0, 27.53721755238295, 18.14319918819253, 261.0306240370724, 24.95210194113058, 19.886766005746015]",76.12211905965987,36.021622153163236,"[2.9890346332936257, 3.394357093250546, 2.9693673510653857, 3.021872790894026, 5.768320995793772, 3.315538455240016, 2.898295790118066, 5.564637733915033, 3.2169580647865192, 2.9900544856664597]",3.612843739402345,0.3463993499052064,models/sound_localization/IHC3000/arch??
1200.0,"[19.155867027795015, 24.440240854489183, 16.781727664011026, 20.34960516750611, 121.76545748549297, 24.046062198088848, 17.297178547748363, 99.53515859838612, 21.705530790408762, 17.372855458237627]",38.2449683792164,12.210039341856868,"[2.9526090409128902, 3.1962309891848344, 2.820290655453675, 3.0130615096122293, 4.802096714770323, 3.1799712491787013, 2.8505433984776296, 4.600510934497766, 3.0775671032053094, 2.854908956969112]",3.334779055226247,0.23198254749629588,models/sound_localization/IHC3000/arch??
1250.0,"[21.07590268171576, 26.258072300855858, 19.065339517266082, 23.2191916062862, 36.370046038790484, 30.318835965116527, 19.34524404820528, 41.83683593846169, 24.06130439172189, 21.397251733601202]",26.2948024222021,2.4163605389779725,"[3.0481303348432944, 3.2679734579872908, 2.9478720015572577, 3.144979161119614, 3.5937455248433117, 3.411769168385363, 2.9624466036430883, 3.733777194011398, 3.1806049231967797, 3.063262490117286]",3.235456085970468,0.08445998459265448,models/sound_localization/IHC3000/arch??
1300.0,"[20.567865478063993, 27.310865925517433, 19.861297663626026, 21.305491156809307, 34.19255503329961, 44.35180320937499, 21.108465547438396, 43.4485719116102, 23.94932283037866, 21.113811576821103]",27.72100503329397,3.0215825058541963,"[3.0237299295913638, 3.307284642251987, 2.988772997047683, 3.0589648402796357, 3.532007931286045, 3.792153366539534, 3.049674170797568, 3.771577983774483, 3.1759400491515057, 3.0499274034404]",3.2750033314160207,0.09911321729767049,models/sound_localization/IHC3000/arch??
1350.0,"[17.47894995679749, 24.40684289484757, 16.738567836285142, 19.59101390703234, 27.08265987087426, 75.79359894890707, 17.022570962973713, 20.938170870473495, 23.444493274880603, 19.959999326169314]",26.2456867849241,5.608718678781885,"[2.860997297301622, 3.194863539491531, 2.8177155080134453, 2.9750709869740697, 3.2988936659263843, 4.328013842498173, 2.83454016714137, 3.0415738506468184, 3.1546356389524903, 2.993730237124265]",3.150003473407017,0.140322930859651,models/sound_localization/IHC3000/arch??
1400.0,"[19.636118461790947, 25.561041159183024, 18.830548353751446, 20.26764356221922, 26.927307368209394, 45.67583565133516, 22.812827849181765, 25.281934967072353, 27.789193557052503, 21.640425691069773]",25.44228766208656,2.455654207468004,"[2.977370649065719, 3.2410693626070786, 2.9354804635276492, 3.009025701225514, 3.2931409154973745, 3.8215693976924423, 3.127323002710423, 3.230090107768513, 3.324647224155676, 3.074563125276009]",3.20342799495264,0.08097031168922988,models/sound_localization/IHC3000/arch??
1450.0,"[19.15892389577368, 24.38875287661788, 19.57706799964058, 20.164636766101374, 23.330564252228562, 27.662496880180534, 20.890888896383714, 24.986077742139624, 23.06851753871748, 20.413365790650552]",22.3641292638434,0.8776946312854135,"[2.952768606861782, 3.1941220783505218, 2.9743588812337722, 3.00393041507613, 3.1497642714343352, 3.3200775925956174, 3.039313125950112, 3.2183187794327814, 3.138468810854258, 3.0161898721258513]",3.100731243391516,0.038390190316312856,models/sound_localization/IHC3000/arch??
1500.0,"[18.672992856244953, 23.382160704414048, 17.65115609677639, 18.816649767549443, 22.42221654627289, 19.562554798882886, 18.23669175049756, 23.021224389072074, 20.96400020593287, 19.93434719022884]",20.266399430587192,0.6552082676490858,"[2.9270782476655075, 3.151973368557931, 2.8708012824679834, 2.9347421038341257, 3.1100522774437924, 2.973617269517299, 2.9034355948680695, 3.136416589936299, 3.0428066907630864, 2.9924442333810912]",3.0043367658435187,0.03193875005005378,models/sound_localization/IHC3000/arch??
1550.0,"[18.713076164331035, 20.424960095951548, 17.521864066236784, 18.276906202028506, 21.324672258228784, 19.44586520946034, 17.878769901194175, 23.428854534616224, 19.002241136895087, 17.92154890238096]",19.393875847132342,0.5860135884035895,"[2.9292225396167457, 3.0167576870575754, 2.863449476323244, 2.905638306736841, 3.0598647243606383, 2.9676344618330677, 2.8836139699063517, 3.1539683624904717, 2.9445569267837723, 2.8860038380962085]",2.961071029320492,0.02899006214647282,models/sound_localization/IHC3000/arch??
1600.0,"[22.413424046736633, 24.812557186620417, 22.549112343339093, 22.914313688371323, 23.390709980043354, 22.99226542127722, 22.445267607163554, 27.308246846502133, 25.76982932373304, 22.789040243417137]",23.738476668720388,0.528356890704908,"[3.1096600671605144, 3.211349863195198, 3.11569570124216, 3.1317617671905653, 3.152338934134703, 3.1351578733408973, 3.111079794959146, 3.3071887388627013, 3.2492044015819235, 3.126279729313206]",3.1649716870981015,0.021476608892314456,models/sound_localization/IHC3000/arch??
